Date,EURUSD=X,GOOG,MC.PA,MSFT,SAN.MC,TEF.MC,TSLA,bund_10y,spain_10y,us_30y
2026-02-25,1.1775233745574951,312.80963134765625,544.1273803710938,399.7342224121094,11.03076457977295,3.684000015258789,417.3999938964844,765.4467643617064,736.050976469783,252.54932326448687
2026-02-26,1.181516408920288,306.93377685546875,542.7498168945312,400.851806640625,10.96555233001709,3.6489999294281006,408.5799865722656,766.2371861502414,736.9081286862712,254.36523291740525
2026-02-27,1.1803030967712402,311.21075439453125,535.3701782226562,391.8912048339844,10.66122817993164,3.8499999046325684,402.510009765625,769.6552427998449,739.4861802199943,257.0038782430726
2026-03-02,1.1759449243545532,306.1443176269531,512.1488647460938,397.6886291503906,10.145458221435547,3.7239999771118164,403.32000732421875,765.5138407902894,733.9840495430378,252.18775173003718
2026-03-03,1.1697274446487427,303.3462829589844,494.1424560546875,403.0570068359375,9.494322776794434,3.562999963760376,392.42999267578125,760.5306026473271,728.8799186530724,251.8988796602753
2026-03-04,1.161224365234375,303.23638916015625,499.2590026855469,404.32427978515625,9.862872123718262,3.6029999256134033,405.94000244140625,762.7021894515119,730.1522808192499,250.8905172121916
2026-03-05,1.1635618209838867,300.6981506347656,497.6846923828125,409.79241943359375,9.585225105285645,3.568000078201294,405.54998779296875,754.7606523651453,722.4846422935397,248.3166927278132
2026-03-06,1.1608065366744995,298.0899963378906,494.1424560546875,408.0761413574219,9.467644691467285,3.6710000038146973,396.7300109863281,753.9685831197411,718.5797816403723,248.10344265531376
2026-03-09,1.152325987815857,306.010009765625,489.71466064453125,408.5251770019531,9.355993270874023,3.5829999446868896,398.67999267578125,753.9246060900699,719.6234450569106,249.31436693658551
2026-03-10,1.1617234945297241,306.92999267578125,496.4055480957031,404.8830871582031,9.892513275146484,3.615000009536743,399.239990234375,754.7753289434723,722.2049509735001,246.96930067165232
2026-03-11,1.1611299514770508,308.4200134277344,492.2729187011719,404.0049743652344,9.735410690307617,3.5139999389648438,407.82000732421875,749.0388182011203,716.636061783708,241.1023299824719
2026-03-12,1.1543211936950684,303.2099914550781,487.0579833984375,400.9914855957031,9.531869888305664,3.5490000247955322,395.010009765625,748.6023357543751,712.6970489991775,239.11043183490975
2026-03-13,1.1521666049957275,301.4599914550781,466.0997314453125,394.69512939453125,9.422194480895996,3.5889999866485596,391.20001220703125,745.7720104393851,709.2613775794259,237.54274602959956
2026-03-16,1.1435105800628662,304.4200134277344,471.314697265625,399.08563232421875,9.395516395568848,3.563999891281128,395.55999755859375,747.8028444115054,712.903770660245,240.9644087967684
2026-03-17,1.1499539613723755,309.4100036621094,464.6729736328125,398.5467834472656,9.479501724243164,3.622999906539917,399.2699890136719,751.1524335895784,716.636061783708,241.30936472996237
2026-03-18,1.153948187828064,306.29998779296875,461.0323486328125,390.9432678222656,9.5625,3.6649999618530273,392.7799987792969,748.2606199238311,712.8348561122749,239.38416230142818
2026-03-19,1.1464471817016602,305.7300109863281,452.8655090332031,388.1792297363281,9.238414764404297,3.631999969482422,380.29998779296875,747.5413967262169,710.9769304799277,241.30936472996237
2026-03-20,1.157755732536316,298.7900085449219,450.6024475097656,381.0447082519531,9.134666442871094,3.578000068664551,367.9599914550781,741.3470812726936,703.6662480714733,234.03744004503852
2026-03-23,1.1560158729553223,299.0199890136719,459.1136474609375,382.1722717285156,9.504203796386719,3.553999900817871,380.8500061035156,742.7515449304237,707.1404128939984,237.27119104797734
2026-03-24,1.1607122421264648,289.20001220703125,453.35748291015625,371.9344177246094,9.361922264099121,3.6760001182556152,383.0299987792969,743.1193488505439,705.843915809111,235.37926594940467
2026-03-25,1.16146719455719,289.5899963378906,454.93182373046875,370.2381286621094,9.589177131652832,3.7239999771118164,385.95001220703125,747.4615299901089,711.3205885106102,238.29117941320723
2026-03-26,1.1561496257781982,280.739990234375,450.9468078613281,365.1790771484375,9.357969284057617,3.6619999408721924,372.1099853515625,739.5507584944663,701.6991190456412,235.6485837170742
2026-03-27,1.1535090208053589,273.760009765625,448.4377136230469,355.9989318847656,9.289793968200684,3.671999931335449,361.8299865722656,737.0153498936995,699.4005296521019,232.5705574538833
2026-03-30,1.149200677871704,273.1400146484375,456.2109680175781,358.1842041015625,9.37674331665039,3.7660000324249268,355.2799987792969,741.2823304357648,704.9583454884423,237.67864393260515
2026-03-31,1.1460003852844238,286.8599853515625,455.6697998046875,369.3699951171875,9.37674331665039,3.7950000762939453,371.75,743.5450974751235,708.5079772842477,238.63218152467718
